"","cell_type","title","donor id","status"
"SRR3986034","LMPP","BM1077-LMPP-Frozen-160107-11","BM1077",NA
"SRR3986035","LMPP","BM1077-LMPP-Frozen-160107-12","BM1077",NA
"SRR3986036","LMPP","BM1077-LMPP-Frozen-160107-13","BM1077",NA
"SRR3986037","LMPP","BM1077-LMPP-Frozen-160107-14","BM1077",NA
"SRR3986038","LMPP","BM1077-LMPP-Frozen-160107-15","BM1077",NA
"SRR3986039","LMPP","BM1077-LMPP-Frozen-160107-16","BM1077",NA
"SRR3986040","LMPP","BM1077-LMPP-Frozen-160107-17","BM1077",NA
"SRR3986041","LMPP","BM1077-LMPP-Frozen-160107-18","BM1077",NA
"SRR3986042","LMPP","BM1077-LMPP-Frozen-160107-19","BM1077",NA
"SRR3986043","LMPP","BM1077-LMPP-Frozen-160107-20","BM1077",NA
"SRR3986044","LMPP","BM1077-LMPP-Frozen-160107-21","BM1077",NA
"SRR3986045","LMPP","BM1077-LMPP-Frozen-160107-22","BM1077",NA
"SRR3986046","LMPP","BM1077-LMPP-Frozen-160107-23","BM1077",NA
"SRR3986047","LMPP","BM1077-LMPP-Frozen-160107-24","BM1077",NA
"SRR3986048","LMPP","BM1077-LMPP-Frozen-160107-25","BM1077",NA
"SRR3986049","LMPP","BM1077-LMPP-Frozen-160107-26","BM1077",NA
"SRR3986050","LMPP","BM1077-LMPP-Frozen-160107-27","BM1077",NA
"SRR3986051","LMPP","BM1077-LMPP-Frozen-160107-28","BM1077",NA
"SRR3986052","LMPP","BM1077-LMPP-Frozen-160107-29","BM1077",NA
"SRR3986053","LMPP","BM1077-LMPP-Frozen-160107-30","BM1077",NA
"SRR3986054","LMPP","BM1077-LMPP-Frozen-160107-31","BM1077",NA
"SRR3986055","LMPP","BM1077-LMPP-Frozen-160107-32","BM1077",NA
"SRR3986056","LMPP","BM1077-LMPP-Frozen-160107-33","BM1077",NA
"SRR3986057","LMPP","BM1077-LMPP-Frozen-160107-34","BM1077",NA
"SRR3986058","LMPP","BM1077-LMPP-Frozen-160107-35","BM1077",NA
"SRR3986059","LMPP","BM1077-LMPP-Frozen-160107-36","BM1077",NA
"SRR3986060","LMPP","BM1077-LMPP-Frozen-160107-37","BM1077",NA
"SRR3986061","LMPP","BM1077-LMPP-Frozen-160107-38","BM1077",NA
"SRR3986062","LMPP","BM1077-LMPP-Frozen-160107-39","BM1077",NA
"SRR3986063","LMPP","BM1077-LMPP-Frozen-160107-40","BM1077",NA
"SRR3986064","LMPP","BM1077-LMPP-Frozen-160107-41","BM1077",NA
"SRR3986065","LMPP","BM1077-LMPP-Frozen-160107-42","BM1077",NA
"SRR3986066","LMPP","BM1077-LMPP-Frozen-160107-43","BM1077",NA
"SRR3986067","LMPP","BM1077-LMPP-Frozen-160107-44","BM1077",NA
"SRR3986068","LMPP","BM1077-LMPP-Frozen-160107-45","BM1077",NA
"SRR3986069","LMPP","BM1077-LMPP-Frozen-160107-46","BM1077",NA
"SRR3986070","LMPP","BM1077-LMPP-Frozen-160107-47","BM1077",NA
"SRR3986071","LMPP","BM1077-LMPP-Frozen-160107-48","BM1077",NA
"SRR3986072","LMPP","BM1077-LMPP-Frozen-160107-49","BM1077",NA
"SRR3986073","LMPP","BM1077-LMPP-Frozen-160107-50","BM1077",NA
"SRR3986074","LMPP","BM1077-LMPP-Frozen-160107-51","BM1077",NA
"SRR3986075","LMPP","BM1077-LMPP-Frozen-160107-52","BM1077",NA
"SRR3986077","LMPP","BM1077-LMPP-Frozen-160107-53","BM1077",NA
"SRR3986078","LMPP","BM1077-LMPP-Frozen-160107-54","BM1077",NA
"SRR3986079","LMPP","BM1077-LMPP-Frozen-160107-55","BM1077",NA
"SRR3986080","LMPP","BM1077-LMPP-Frozen-160107-56","BM1077",NA
"SRR3986081","LMPP","BM1077-LMPP-Frozen-160107-57","BM1077",NA
"SRR3986082","LMPP","BM1077-LMPP-Frozen-160107-58","BM1077",NA
"SRR3986083","LMPP","BM1077-LMPP-Frozen-160107-59","BM1077",NA
"SRR3986084","LMPP","BM1077-LMPP-Frozen-160107-60","BM1077",NA
"SRR3986085","LMPP","BM1077-LMPP-Frozen-160107-61","BM1077",NA
"SRR3986086","LMPP","BM1077-LMPP-Frozen-160107-62","BM1077",NA
"SRR3986087","LMPP","BM1077-LMPP-Frozen-160107-63","BM1077",NA
"SRR3986088","LMPP","BM1077-LMPP-Frozen-160107-64","BM1077",NA
"SRR3986089","LMPP","BM1077-LMPP-Frozen-160107-65","BM1077",NA
"SRR3986090","LMPP","BM1077-LMPP-Frozen-160107-66","BM1077",NA
"SRR3986091","LMPP","BM1077-LMPP-Frozen-160107-67","BM1077",NA
"SRR3986092","LMPP","BM1077-LMPP-Frozen-160107-68","BM1077",NA
"SRR3986093","LMPP","BM1077-LMPP-Frozen-160107-69","BM1077",NA
"SRR3986094","LMPP","BM1077-LMPP-Frozen-160107-70","BM1077",NA
"SRR3986095","LMPP","BM1077-LMPP-Frozen-160107-71","BM1077",NA
"SRR3986096","LMPP","BM1077-LMPP-Frozen-160107-72","BM1077",NA
"SRR3986097","LMPP","BM1077-LMPP-Frozen-160107-73","BM1077",NA
"SRR3986098","LMPP","BM1077-LMPP-Frozen-160107-74","BM1077",NA
"SRR3986099","LMPP","BM1077-LMPP-Frozen-160107-75","BM1077",NA
"SRR3986100","LMPP","BM1077-LMPP-Frozen-160107-76","BM1077",NA
"SRR3986101","LMPP","BM1077-LMPP-Frozen-160107-77","BM1077",NA
"SRR3986102","LMPP","BM1077-LMPP-Frozen-160107-78","BM1077",NA
"SRR3986103","LMPP","BM1077-LMPP-Frozen-160107-79","BM1077",NA
"SRR3986104","LMPP","BM1077-LMPP-Frozen-160107-80","BM1077",NA
"SRR3986105","LMPP","BM1077-LMPP-Frozen-160107-81","BM1077",NA
"SRR3986106","LMPP","BM1077-LMPP-Frozen-160107-82","BM1077",NA
"SRR3986107","LMPP","BM1077-LMPP-Frozen-160107-83","BM1077",NA
"SRR3986108","LMPP","BM1077-LMPP-Frozen-160107-84","BM1077",NA
"SRR3986109","LMPP","BM1077-LMPP-Frozen-160107-85","BM1077",NA
"SRR3986110","LMPP","BM1077-LMPP-Frozen-160107-86","BM1077",NA
"SRR3986111","LMPP","BM1077-LMPP-Frozen-160107-87","BM1077",NA
"SRR3986112","LMPP","BM1077-LMPP-Frozen-160107-88","BM1077",NA
"SRR3986113","LMPP","BM1077-LMPP-Frozen-160107-89","BM1077",NA
"SRR3986114","LMPP","BM1077-LMPP-Frozen-160107-90","BM1077",NA
"SRR3986115","LMPP","BM1077-LMPP-Frozen-160107-91","BM1077",NA
"SRR3986116","LMPP","BM1077-LMPP-Frozen-160107-92","BM1077",NA
"SRR3986117","LMPP","BM1077-LMPP-Frozen-160107-93","BM1077",NA
"SRR3986118","LMPP","BM1077-LMPP-Frozen-160107-94","BM1077",NA
"SRR3986119","LMPP","BM1077-LMPP-Frozen-160107-95","BM1077",NA
"SRR3986120","LMPP","BM1077-LMPP-Frozen-160107-96","BM1077",NA
"SRR3986121","Monocyte","singles-PB1022-mono-160128-1","PB1022",NA
"SRR3986122","Monocyte","singles-PB1022-mono-160128-2","PB1022",NA
"SRR3986123","Monocyte","singles-PB1022-mono-160128-3","PB1022",NA
"SRR3986124","Monocyte","singles-PB1022-mono-160128-4","PB1022",NA
"SRR3986125","Monocyte","singles-PB1022-mono-160128-5","PB1022",NA
"SRR3986126","Monocyte","singles-PB1022-mono-160128-6","PB1022",NA
"SRR3986127","Monocyte","singles-PB1022-mono-160128-7","PB1022",NA
"SRR3986128","Monocyte","singles-PB1022-mono-160128-8","PB1022",NA
"SRR3986129","Monocyte","singles-PB1022-mono-160128-9","PB1022",NA
"SRR3986130","Monocyte","singles-PB1022-mono-160128-10","PB1022",NA
"SRR3986131","Monocyte","singles-PB1022-mono-160128-11","PB1022",NA
"SRR3986132","Monocyte","singles-PB1022-mono-160128-12","PB1022",NA
"SRR3986133","Monocyte","singles-PB1022-mono-160128-13","PB1022",NA
"SRR3986134","Monocyte","singles-PB1022-mono-160128-14","PB1022",NA
"SRR3986135","Monocyte","singles-PB1022-mono-160128-15","PB1022",NA
"SRR3986136","Monocyte","singles-PB1022-mono-160128-16","PB1022",NA
"SRR3986137","Monocyte","singles-PB1022-mono-160128-17","PB1022",NA
"SRR3986138","Monocyte","singles-PB1022-mono-160128-18","PB1022",NA
"SRR3986139","Monocyte","singles-PB1022-mono-160128-19","PB1022",NA
"SRR3986140","Monocyte","singles-PB1022-mono-160128-20","PB1022",NA
"SRR3986141","Monocyte","singles-PB1022-mono-160128-21","PB1022",NA
"SRR3986142","Monocyte","singles-PB1022-mono-160128-22","PB1022",NA
"SRR3986143","Monocyte","singles-PB1022-mono-160128-23","PB1022",NA
"SRR3986144","Monocyte","singles-PB1022-mono-160128-24","PB1022",NA
"SRR3986145","Monocyte","singles-PB1022-mono-160128-25","PB1022",NA
"SRR3986146","Monocyte","singles-PB1022-mono-160128-26","PB1022",NA
"SRR3986147","Monocyte","singles-PB1022-mono-160128-27","PB1022",NA
"SRR3986148","Monocyte","singles-PB1022-mono-160128-28","PB1022",NA
"SRR3986149","Monocyte","singles-PB1022-mono-160128-29","PB1022",NA
"SRR3986150","Monocyte","singles-PB1022-mono-160128-30","PB1022",NA
"SRR3986151","Monocyte","singles-PB1022-mono-160128-31","PB1022",NA
"SRR3986152","Monocyte","singles-PB1022-mono-160128-32","PB1022",NA
"SRR3986153","Monocyte","singles-PB1022-mono-160128-33","PB1022",NA
"SRR3986154","Monocyte","singles-PB1022-mono-160128-34","PB1022",NA
"SRR3986155","Monocyte","singles-PB1022-mono-160128-35","PB1022",NA
"SRR3986156","Monocyte","singles-PB1022-mono-160128-36","PB1022",NA
"SRR3986157","Monocyte","singles-PB1022-mono-160128-37","PB1022",NA
"SRR3986158","Monocyte","singles-PB1022-mono-160128-38","PB1022",NA
"SRR3986159","Monocyte","singles-PB1022-mono-160128-39","PB1022",NA
"SRR3986160","Monocyte","singles-PB1022-mono-160128-40","PB1022",NA
"SRR3986161","Monocyte","singles-PB1022-mono-160128-41","PB1022",NA
"SRR3986162","Monocyte","singles-PB1022-mono-160128-42","PB1022",NA
"SRR3986163","Monocyte","singles-PB1022-mono-160128-43","PB1022",NA
"SRR3986164","Monocyte","singles-PB1022-mono-160128-44","PB1022",NA
"SRR3986165","Monocyte","singles-PB1022-mono-160128-45","PB1022",NA
"SRR3986166","Monocyte","singles-PB1022-mono-160128-46","PB1022",NA
"SRR3986167","Monocyte","singles-PB1022-mono-160128-47","PB1022",NA
"SRR3986168","Monocyte","singles-PB1022-mono-160128-48","PB1022",NA
"SRR3986169","Monocyte","singles-PB1022-mono-160128-49","PB1022",NA
"SRR3986170","Monocyte","singles-PB1022-mono-160128-50","PB1022",NA
"SRR3986171","Monocyte","singles-PB1022-mono-160128-51","PB1022",NA
"SRR3986172","Monocyte","singles-PB1022-mono-160128-52","PB1022",NA
"SRR3986173","Monocyte","singles-PB1022-mono-160128-53","PB1022",NA
"SRR3986174","Monocyte","singles-PB1022-mono-160128-54","PB1022",NA
"SRR3986175","Monocyte","singles-PB1022-mono-160128-55","PB1022",NA
"SRR3986176","Monocyte","singles-PB1022-mono-160128-56","PB1022",NA
"SRR3986177","Monocyte","singles-PB1022-mono-160128-57","PB1022",NA
"SRR3986178","Monocyte","singles-PB1022-mono-160128-58","PB1022",NA
"SRR3986179","Monocyte","singles-PB1022-mono-160128-59","PB1022",NA
"SRR3986180","Monocyte","singles-PB1022-mono-160128-60","PB1022",NA
"SRR3986181","Monocyte","singles-PB1022-mono-160128-61","PB1022",NA
"SRR3986182","Monocyte","singles-PB1022-mono-160128-62","PB1022",NA
"SRR3986183","Monocyte","singles-PB1022-mono-160128-63","PB1022",NA
"SRR3986184","Monocyte","singles-PB1022-mono-160128-64","PB1022",NA
"SRR3986185","Monocyte","singles-PB1022-mono-160128-65","PB1022",NA
"SRR3986186","Monocyte","singles-PB1022-mono-160128-66","PB1022",NA
"SRR3986187","Monocyte","singles-PB1022-mono-160128-67","PB1022",NA
"SRR3986188","Monocyte","singles-PB1022-mono-160128-68","PB1022",NA
"SRR3986189","Monocyte","singles-PB1022-mono-160128-69","PB1022",NA
"SRR3986190","Monocyte","singles-PB1022-mono-160128-70","PB1022",NA
"SRR3986191","Monocyte","singles-PB1022-mono-160128-71","PB1022",NA
"SRR3986192","Monocyte","singles-PB1022-mono-160128-72","PB1022",NA
"SRR3986193","Monocyte","singles-PB1022-mono-160128-73","PB1022",NA
"SRR3986194","Monocyte","singles-PB1022-mono-160128-74","PB1022",NA
"SRR3986195","Monocyte","singles-PB1022-mono-160128-75","PB1022",NA
"SRR3986196","Monocyte","singles-PB1022-mono-160128-76","PB1022",NA
"SRR3986197","Monocyte","singles-PB1022-mono-160128-77","PB1022",NA
"SRR3986198","Monocyte","singles-PB1022-mono-160128-78","PB1022",NA
"SRR3986199","Monocyte","singles-PB1022-mono-160128-79","PB1022",NA
"SRR3986200","Monocyte","singles-PB1022-mono-160128-80","PB1022",NA
"SRR3986201","Monocyte","singles-PB1022-mono-160128-81","PB1022",NA
"SRR3986202","Monocyte","singles-PB1022-mono-160128-82","PB1022",NA
"SRR3986203","Monocyte","singles-PB1022-mono-160128-83","PB1022",NA
"SRR3986204","Monocyte","singles-PB1022-mono-160128-84","PB1022",NA
"SRR3986205","Monocyte","singles-PB1022-mono-160128-85","PB1022",NA
"SRR3986206","Monocyte","singles-PB1022-mono-160128-86","PB1022",NA
"SRR3986207","Monocyte","singles-PB1022-mono-160128-87","PB1022",NA
"SRR3986208","Monocyte","singles-PB1022-mono-160128-88","PB1022",NA
"SRR3986209","Monocyte","singles-PB1022-mono-160128-89","PB1022",NA
"SRR3986210","Monocyte","singles-PB1022-mono-160128-90","PB1022",NA
"SRR3986211","Monocyte","singles-PB1022-mono-160128-91","PB1022",NA
"SRR3986212","Monocyte","singles-PB1022-mono-160128-92","PB1022",NA
"SRR3986213","Monocyte","singles-PB1022-mono-160128-93","PB1022",NA
"SRR3986214","Monocyte","singles-PB1022-mono-160128-94","PB1022",NA
"SRR3986215","Monocyte","singles-PB1022-mono-160128-95","PB1022",NA
"SRR3986216","Monocyte","singles-PB1022-mono-160128-96","PB1022",NA
"SRR5353377","HSC","BM1077-HSC-Frozen-160105-1","control",NA
"SRR5353378","HSC","BM1077-HSC-Frozen-160105-2","control",NA
"SRR5353379","HSC","BM1077-HSC-Frozen-160105-3","control",NA
"SRR5353380","HSC","BM1077-HSC-Frozen-160105-4","control",NA
"SRR5353381","HSC","BM1077-HSC-Frozen-160105-5","control",NA
"SRR5353382","HSC","BM1077-HSC-Frozen-160105-6","control",NA
"SRR5353383","HSC","BM1077-HSC-Frozen-160105-7","control",NA
"SRR5353384","HSC","BM1077-HSC-Frozen-160105-8","control",NA
"SRR5353385","HSC","BM1077-HSC-Frozen-160105-9","control",NA
"SRR5353386","HSC","BM1077-HSC-Frozen-160105-10","control",NA
"SRR5353387","HSC","BM1077-HSC-Frozen-160105-11","control",NA
"SRR5353388","HSC","BM1077-HSC-Frozen-160105-12","control",NA
"SRR5353389","HSC","BM1077-HSC-Frozen-160105-13","control",NA
"SRR5353390","HSC","BM1077-HSC-Frozen-160105-14","control",NA
"SRR5353391","HSC","BM1077-HSC-Frozen-160105-15","control",NA
"SRR5353392","HSC","BM1077-HSC-Frozen-160105-16","control",NA
"SRR5353393","HSC","BM1077-HSC-Frozen-160105-17","control",NA
"SRR5353394","HSC","BM1077-HSC-Frozen-160105-18","control",NA
"SRR5353395","HSC","BM1077-HSC-Frozen-160105-19","control",NA
"SRR5353396","HSC","BM1077-HSC-Frozen-160105-20","control",NA
"SRR5353397","HSC","BM1077-HSC-Frozen-160105-21","control",NA
"SRR5353398","HSC","BM1077-HSC-Frozen-160105-22","control",NA
"SRR5353399","HSC","BM1077-HSC-Frozen-160105-23","control",NA
"SRR5353400","HSC","BM1077-HSC-Frozen-160105-24","control",NA
"SRR5353401","HSC","BM1077-HSC-Frozen-160105-25","control",NA
"SRR5353402","HSC","BM1077-HSC-Frozen-160105-26","control",NA
"SRR5353403","HSC","BM1077-HSC-Frozen-160105-27","control",NA
"SRR5353404","HSC","BM1077-HSC-Frozen-160105-28","control",NA
"SRR5353405","HSC","BM1077-HSC-Frozen-160105-29","control",NA
"SRR5353406","HSC","BM1077-HSC-Frozen-160105-30","control",NA
"SRR5353407","HSC","BM1077-HSC-Frozen-160105-31","control",NA
"SRR5353408","HSC","BM1077-HSC-Frozen-160105-32","control",NA
"SRR5353409","HSC","BM1077-HSC-Frozen-160105-33","control",NA
"SRR5353410","HSC","BM1077-HSC-Frozen-160105-34","control",NA
"SRR5353411","HSC","BM1077-HSC-Frozen-160105-35","control",NA
"SRR5353412","HSC","BM1077-HSC-Frozen-160105-36","control",NA
"SRR5353413","HSC","BM1077-HSC-Frozen-160105-37","control",NA
"SRR5353414","HSC","BM1077-HSC-Frozen-160105-38","control",NA
"SRR5353415","HSC","BM1077-HSC-Frozen-160105-39","control",NA
"SRR5353416","HSC","BM1077-HSC-Frozen-160105-40","control",NA
"SRR5353417","HSC","BM1077-HSC-Frozen-160105-41","control",NA
"SRR5353418","HSC","BM1077-HSC-Frozen-160105-42","control",NA
"SRR5353419","HSC","BM1077-HSC-Frozen-160105-43","control",NA
"SRR5353420","HSC","BM1077-HSC-Frozen-160105-44","control",NA
"SRR5353421","HSC","BM1077-HSC-Frozen-160105-45","control",NA
"SRR5353422","HSC","BM1077-HSC-Frozen-160105-46","control",NA
"SRR5353423","HSC","BM1077-HSC-Frozen-160105-47","control",NA
"SRR5353424","HSC","BM1077-HSC-Frozen-160105-48","control",NA
"SRR5353425","HSC","BM1077-HSC-Frozen-160105-49","control",NA
"SRR5353426","HSC","BM1077-HSC-Frozen-160105-50","control",NA
"SRR5353427","HSC","BM1077-HSC-Frozen-160105-51","control",NA
"SRR5353428","HSC","BM1077-HSC-Frozen-160105-52","control",NA
"SRR5353429","HSC","BM1077-HSC-Frozen-160105-53","control",NA
"SRR5353430","HSC","BM1077-HSC-Frozen-160105-54","control",NA
"SRR5353431","HSC","BM1077-HSC-Frozen-160105-55","control",NA
"SRR5353432","HSC","BM1077-HSC-Frozen-160105-56","control",NA
"SRR5353433","HSC","BM1077-HSC-Frozen-160105-57","control",NA
"SRR5353434","HSC","BM1077-HSC-Frozen-160105-58","control",NA
"SRR5353435","HSC","BM1077-HSC-Frozen-160105-59","control",NA
"SRR5353436","HSC","BM1077-HSC-Frozen-160105-60","control",NA
"SRR5353437","HSC","BM1077-HSC-Frozen-160105-61","control",NA
"SRR5353438","HSC","BM1077-HSC-Frozen-160105-62","control",NA
"SRR5353439","HSC","BM1077-HSC-Frozen-160105-63","control",NA
"SRR5353440","HSC","BM1077-HSC-Frozen-160105-64","control",NA
"SRR5353441","HSC","BM1077-HSC-Frozen-160105-65","control",NA
"SRR5353442","HSC","BM1077-HSC-Frozen-160105-66","control",NA
"SRR5353443","HSC","BM1077-HSC-Frozen-160105-67","control",NA
"SRR5353444","HSC","BM1077-HSC-Frozen-160105-68","control",NA
"SRR5353445","HSC","BM1077-HSC-Frozen-160105-69","control",NA
"SRR5353446","HSC","BM1077-HSC-Frozen-160105-70","control",NA
"SRR5353447","HSC","BM1077-HSC-Frozen-160105-71","control",NA
"SRR5353448","HSC","BM1077-HSC-Frozen-160105-72","control",NA
"SRR5353449","HSC","BM1077-HSC-Frozen-160105-73","control",NA
"SRR5353450","HSC","BM1077-HSC-Frozen-160105-74","control",NA
"SRR5353451","HSC","BM1077-HSC-Frozen-160105-75","control",NA
"SRR5353452","HSC","BM1077-HSC-Frozen-160105-76","control",NA
"SRR5353453","HSC","BM1077-HSC-Frozen-160105-77","control",NA
"SRR5353454","HSC","BM1077-HSC-Frozen-160105-78","control",NA
"SRR5353455","HSC","BM1077-HSC-Frozen-160105-79","control",NA
"SRR5353456","HSC","BM1077-HSC-Frozen-160105-80","control",NA
"SRR5353457","HSC","BM1077-HSC-Frozen-160105-81","control",NA
"SRR5353458","HSC","BM1077-HSC-Frozen-160105-82","control",NA
"SRR5353459","HSC","BM1077-HSC-Frozen-160105-83","control",NA
"SRR5353460","HSC","BM1077-HSC-Frozen-160105-84","control",NA
"SRR5353461","HSC","BM1077-HSC-Frozen-160105-85","control",NA
"SRR5353462","HSC","BM1077-HSC-Frozen-160105-86","control",NA
"SRR5353463","HSC","BM1077-HSC-Frozen-160105-87","control",NA
"SRR5353464","HSC","BM1077-HSC-Frozen-160105-88","control",NA
"SRR5353465","HSC","BM1077-HSC-Frozen-160105-89","control",NA
"SRR5353466","HSC","BM1077-HSC-Frozen-160105-90","control",NA
"SRR5353467","HSC","BM1077-HSC-Frozen-160105-91","control",NA
"SRR5353468","HSC","BM1077-HSC-Frozen-160105-92","control",NA
"SRR5353469","HSC","BM1077-HSC-Frozen-160105-93","control",NA
"SRR5353470","HSC","BM1077-HSC-Frozen-160105-94","control",NA
"SRR5353471","HSC","BM1077-HSC-Frozen-160105-95","control",NA
"SRR5353472","HSC","BM1077-HSC-Frozen-160105-96","control",NA
"SRR5353473","HSC","singles-BM0106-HSC-LS-160219-1","control",NA
"SRR5353474","HSC","singles-BM0106-HSC-LS-160219-2","control",NA
"SRR5353475","HSC","singles-BM0106-HSC-LS-160219-3","control",NA
"SRR5353476","HSC","singles-BM0106-HSC-LS-160219-4","control",NA
"SRR5353477","HSC","singles-BM0106-HSC-LS-160219-5","control",NA
"SRR5353478","HSC","singles-BM0106-HSC-LS-160219-6","control",NA
"SRR5353479","HSC","singles-BM0106-HSC-LS-160219-7","control",NA
"SRR5353480","HSC","singles-BM0106-HSC-LS-160219-8","control",NA
"SRR5353481","HSC","singles-BM0106-HSC-LS-160219-9","control",NA
"SRR5353482","HSC","singles-BM0106-HSC-LS-160219-10","control",NA
"SRR5353483","HSC","singles-BM0106-HSC-LS-160219-11","control",NA
"SRR5353484","HSC","singles-BM0106-HSC-LS-160219-12","control",NA
"SRR5353485","HSC","singles-BM0106-HSC-LS-160219-13","control",NA
"SRR5353486","HSC","singles-BM0106-HSC-LS-160219-14","control",NA
"SRR5353487","HSC","singles-BM0106-HSC-LS-160219-15","control",NA
"SRR5353488","HSC","singles-BM0106-HSC-LS-160219-16","control",NA
"SRR5353489","HSC","singles-BM0106-HSC-LS-160219-17","control",NA
"SRR5353490","HSC","singles-BM0106-HSC-LS-160219-18","control",NA
"SRR5353491","HSC","singles-BM0106-HSC-LS-160219-19","control",NA
"SRR5353492","HSC","singles-BM0106-HSC-LS-160219-20","control",NA
"SRR5353493","HSC","singles-BM0106-HSC-LS-160219-21","control",NA
"SRR5353494","HSC","singles-BM0106-HSC-LS-160219-22","control",NA
"SRR5353495","HSC","singles-BM0106-HSC-LS-160219-23","control",NA
"SRR5353496","HSC","singles-BM0106-HSC-LS-160219-24","control",NA
"SRR5353497","HSC","singles-BM0106-HSC-LS-160219-25","control",NA
"SRR5353498","HSC","singles-BM0106-HSC-LS-160219-26","control",NA
"SRR5353499","HSC","singles-BM0106-HSC-LS-160219-27","control",NA
"SRR5353500","HSC","singles-BM0106-HSC-LS-160219-28","control",NA
"SRR5353501","HSC","singles-BM0106-HSC-LS-160219-29","control",NA
"SRR5353502","HSC","singles-BM0106-HSC-LS-160219-30","control",NA
"SRR5353503","HSC","singles-BM0106-HSC-LS-160219-31","control",NA
